rank,batch,cmap name,dose,cell,score,up,down,instance_id
376,738,aztreonam,9 ?M,MCF7,0.699,0.253,-0.571,5535
377,614,diazoxide,17 ?M,HL60,0.699,0.226,-0.597,1368
378,730,N6-methyladenosine,14 ?M,MCF7,0.699,0.207,-0.616,5332
379,751,bromopride,12 ?M,MCF7,0.699,0.265,-0.558,6037
380,632,levodopa,20 ?M,MCF7,0.699,0.216,-0.606,1472
381,713,dipyridamole,8 ?M,PC3,0.699,0.275,-0.547,4656
382,698,calcium folinate,8 ?M,PC3,0.698,0.187,-0.635,7401
383,618,flutamide,14 ?M,HL60,0.698,0.215,-0.607,2358
384,755,oxybenzone,18 ?M,MCF7,0.698,0.186,-0.636,6469
385,758,cephaeline,6 ?M,MCF7,0.697,0.115,-0.705,5612
386,617,piroxicam,12 ?M,PC3,0.697,0.331,-0.49,2089
387,660,altretamine,19 ?M,HL60,0.697,0.29,-0.531,3090
388,694,diflunisal,16 ?M,MCF7,0.696,0.131,-0.689,4794
389,661,nisoxetine,13 ?M,HL60,0.696,0.262,-0.558,3117
390,728,benzylpenicillin,11 ?M,PC3,0.696,0.247,-0.572,4501
391,1094,meteneprost,10 ?M,MCF7,0.695,0.245,-0.574,7552
392,732,spiperone,10 ?M,PC3,0.695,0.308,-0.51,5777
393,617,levamisole,17 ?M,PC3,0.695,0.342,-0.476,2094
394,633,lisuride,12 ?M,MCF7,0.694,0.165,-0.652,1545
395,691,carbenoxolone,7 ?M,MCF7,0.694,0.17,-0.647,4173
396,735,chlorpropamide,14 ?M,MCF7,0.694,0.286,-0.531,5391
397,737,etofylline,18 ?M,MCF7,0.693,0.244,-0.572,5467
398,698,trimethoprim,14 ?M,PC3,0.693,0.237,-0.579,7377
399,633,lynestrenol,14 ?M,MCF7,0.693,0.305,-0.51,1537
400,618,fenbufen,16 ?M,HL60,0.693,0.197,-0.619,2346
401,616,triamcinolone,10 ?M,PC3,0.693,0.328,-0.488,2078
402,711,mexiletine,19 ?M,MCF7,0.692,0.226,-0.589,3973
403,1087,IC-86621,1 ?M,PC3,0.692,0.221,-0.593,7518
404,694,amantadine,10 ?M,MCF7,0.691,0.191,-0.623,4806
405,765,wortmannin,10 nM,MCF7,0.691,0.236,-0.576,7002
406,752,podophyllotoxin,10 ?M,MCF7,0.69,0.143,-0.67,6103
407,637,mafenide,18 ?M,MCF7,0.69,0.201,-0.611,2287
408,753,pralidoxime,23 ?M,PC3,0.69,0.342,-0.471,6283
409,631,dl-alpha tocopherol,9 ?M,HL60,0.69,0.267,-0.545,1320
410,514,BW-B70C,32 ?M,MCF7,0.69,0.141,-0.671,1132
411,672,(+/-)-catechin,14 ?M,MCF7,0.69,0.309,-0.502,3351
412,626,prochlorperazine,10 ?M,MCF7,0.689,0.276,-0.535,1640
413,710,edrophonium chloride,20 ?M,PC3,0.689,0.339,-0.472,6655
414,694,hydroxyachillin,14 ?M,MCF7,0.689,0.236,-0.575,4797
415,612,khellin,15 ?M,HL60,0.688,0.259,-0.551,2004
416,736,sulfasalazine,10 ?M,MCF7,0.688,0.226,-0.584,5446
417,718,chloramphenicol,12 ?M,PC3,0.688,0.314,-0.496,5047
418,671,gabapentin,23 ?M,MCF7,0.688,0.311,-0.498,3472
419,686,methylbenzethonium chloride,9 ?M,MCF7,0.687,0.205,-0.604,3850
420,616,ivermectin,5 ?M,PC3,0.687,0.281,-0.528,2051
421,513,valproic acid,50 ?M,MCF7,0.686,0.223,-0.585,1060
422,686,ethoxyquin,18 ?M,MCF7,0.686,0.16,-0.648,3846
423,692,pyrimethamine,16 ?M,PC3,0.686,0.358,-0.45,4194
424,707,prasterone,12 ?M,MCF7,0.686,0.315,-0.493,5019
425,653,suloctidil,12 ?M,MCF7,0.686,0.216,-0.592,2651
426,743,cefoxitin,9 ?M,MCF7,0.686,0.156,-0.652,6796
427,743,chlortalidone,12 ?M,MCF7,0.686,0.18,-0.628,6800
428,761,dyclonine,12 ?M,PC3,0.686,0.232,-0.575,7261
429,95,arachidonyltrifluoromethane,10 ?M,MCF7,0.686,0.33,-0.477,594
430,641,pseudopelletierine,21 ?M,HL60,0.686,0.185,-0.622,1774
431,712,josamycin,5 ?M,PC3,0.685,0.193,-0.613,4631
432,513,valproic acid,500 ?M,MCF7,0.685,0.124,-0.682,1078
433,753,esculin,12 ?M,PC3,0.685,0.174,-0.632,6310
434,718,lobelanidine,11 ?M,PC3,0.685,0.303,-0.503,5080
435,634,dinoprost,8 ?M,HL60,0.685,0.218,-0.588,2446
436,706,khellin,15 ?M,MCF7,0.685,0.204,-0.602,4987
437,695,procyclidine,12 ?M,MCF7,0.684,0.316,-0.49,4817
438,505,pararosaniline,10 ?M,MCF7,0.684,0.212,-0.594,893
439,692,zardaverine,15 ?M,PC3,0.684,0.213,-0.592,4209
440,737,prenylamine,10 ?M,MCF7,0.683,0.199,-0.605,5489
441,41,raloxifene,100 nM,HL60,0.683,0.161,-0.643,388
442,733,strophanthidin,10 ?M,PC3,0.683,0.27,-0.534,5826
443,640,dihydroergocristine,6 ?M,HL60,0.682,0.264,-0.54,1745
444,672,spectinomycin,10 ?M,MCF7,0.682,0.236,-0.567,3327
445,692,quinisocaine,13 ?M,PC3,0.682,0.354,-0.449,4207
446,693,cyclobenzaprine,13 ?M,PC3,0.681,0.262,-0.539,4252
447,748,fluphenazine,8 ?M,MCF7,0.68,0.334,-0.467,7234
448,699,monensin,6 ?M,MCF7,0.68,0.144,-0.657,4726
449,698,tiapride,11 ?M,PC3,0.68,0.367,-0.434,7362
450,715,bisoprolol,9 ?M,PC3,0.68,0.196,-0.605,6748
451,692,colistin,3 ?M,PC3,0.68,0.194,-0.607,4212
452,681,6-benzylaminopurine,18 ?M,PC3,0.68,0.147,-0.653,3726
453,711,piperacillin,7 ?M,MCF7,0.68,0.155,-0.645,3939
454,630,droperidol,11 ?M,HL60,0.68,0.235,-0.565,1290
455,694,pregnenolone,13 ?M,MCF7,0.679,0.15,-0.649,4802
456,660,flurbiprofen,16 ?M,HL60,0.679,0.308,-0.491,3095
457,677,Prestwick-1103,20 ?M,MCF7,0.679,0.129,-0.67,3540
458,703,PHA-00745360,10 ?M,PC3,0.679,0.202,-0.598,4559
459,767,fluphenazine,10 ?M,MCF7,0.679,0.21,-0.589,6954
460,731,tetracycline,8 ?M,PC3,0.679,0.172,-0.627,5757
461,627,metrifonate,16 ?M,MCF7,0.678,0.211,-0.588,1675
462,771,dyclonine,12 ?M,MCF7,0.678,0.222,-0.577,7423
463,504,wortmannin,1 ?M,MCF7,0.678,0.257,-0.541,869
464,706,harpagoside,8 ?M,MCF7,0.678,0.155,-0.643,4981
465,676,zardaverine,15 ?M,MCF7,0.678,0.142,-0.656,7347
466,744,clidinium bromide,9 ?M,MCF7,0.678,0.172,-0.626,6837
467,708,capsaicin,13 ?M,MCF7,0.678,0.304,-0.494,5673
468,751,"2,6-dimethylpiperidine",27 ?M,MCF7,0.678,0.319,-0.479,6049
469,737,dapsone,16 ?M,MCF7,0.677,0.227,-0.571,5498
470,43,tetraethylenepentamine,10 ?M,MCF7,0.677,0.142,-0.656,405
471,655,colecalciferol,10 ?M,MCF7,0.677,0.263,-0.534,3298
472,637,nifenazone,13 ?M,MCF7,0.677,0.211,-0.586,2285
473,658,lasalocid,7 ?M,HL60,0.677,0.236,-0.562,3021
474,737,chlorpromazine,11 ?M,MCF7,0.677,0.26,-0.537,5493
475,662,vinburnine,14 ?M,MCF7,0.677,0.203,-0.594,2781
476,698,metaraminol,9 ?M,PC3,0.677,0.362,-0.435,7368
477,736,naproxen,17 ?M,MCF7,0.677,0.224,-0.573,5457
478,744,clobetasol,9 ?M,MCF7,0.677,0.232,-0.565,6835
479,688,pheniramine,11 ?M,PC3,0.677,0.33,-0.467,4012
480,735,pralidoxime,23 ?M,MCF7,0.677,0.153,-0.643,5383
481,755,meglumine,20 ?M,MCF7,0.676,0.117,-0.679,6445
482,709,lasalocid,7 ?M,PC3,0.676,0.186,-0.61,6639
483,694,isoxsuprine,12 ?M,MCF7,0.676,0.31,-0.486,4789
484,690,levobunolol,12 ?M,MCF7,0.676,0.201,-0.595,4134
485,772,triflupromazine,10 ?M,MCF7,0.676,0.187,-0.608,7466
486,677,tribenoside,8 ?M,MCF7,0.675,0.268,-0.527,3507
487,612,minaprine,11 ?M,HL60,0.675,0.261,-0.534,1968
488,731,phenazopyridine,16 ?M,PC3,0.674,0.221,-0.573,5758
489,630,ketoconazole,8 ?M,HL60,0.674,0.17,-0.623,1285
490,725,LY-294002,10 ?M,MCF7,0.674,0.367,-0.426,5233
491,699,metaraminol,9 ?M,MCF7,0.674,0.125,-0.668,4692
492,615,antimycin A,7 ?M,HL60,0.674,0.253,-0.54,1414
493,646,ketotifen,9 ?M,MCF7,0.673,0.136,-0.657,3200
494,1082,CP-944629,10 ?M,MCF7,0.673,0.234,-0.559,7497
495,634,carbimazole,21 ?M,HL60,0.673,0.244,-0.548,2437
496,729,meglumine,20 ?M,MCF7,0.673,0.365,-0.427,5285
497,727,haloperidol,10 ?M,PC3,0.673,0.318,-0.474,4468
498,729,paclitaxel,5 ?M,MCF7,0.672,0.178,-0.613,5320
499,728,furosemide,12 ?M,PC3,0.672,0.184,-0.607,4503
500,689,carteolol,12 ?M,PC3,0.672,0.188,-0.603,4096
501,706,lasalocid,7 ?M,MCF7,0.672,0.191,-0.599,4985
502,703,withaferin A,1 ?M,PC3,0.671,0.256,-0.534,4554
503,633,perphenazine,10 ?M,MCF7,0.671,0.126,-0.663,1540
504,618,prilocaine,16 ?M,HL60,0.671,0.148,-0.641,2352
505,504,ionomycin,2 ?M,MCF7,0.671,0.142,-0.648,871
506,1047,5194442,20 ?M,MCF7,0.671,0.129,-0.66,6599
507,618,fenbendazole,13 ?M,HL60,0.67,0.193,-0.596,2360
508,90,U0125,1 ?M,PC3,0.67,0.306,-0.483,663
509,689,diflorasone,8 ?M,PC3,0.67,0.176,-0.613,4077
510,612,miconazole,10 ?M,HL60,0.67,0.246,-0.542,1977
511,688,tolazamide,13 ?M,PC3,0.67,0.133,-0.655,4003
512,614,neomycin,4 ?M,HL60,0.669,0.227,-0.562,1383
513,602,valproic acid,500 ?M,HL60,0.668,0.163,-0.624,1181
514,612,oxybuprocaine,12 ?M,HL60,0.668,0.241,-0.545,1976
515,672,levobunolol,12 ?M,MCF7,0.668,0.204,-0.582,3354
516,630,hesperidin,7 ?M,HL60,0.668,0.229,-0.557,1294
517,616,chlorphenamine,10 ?M,PC3,0.668,0.371,-0.416,2055
518,650,estradiol,10 nM,HL60,0.668,0.139,-0.647,2701
519,689,L-methionine sulfoximine,22 ?M,PC3,0.668,0.253,-0.533,4070
520,646,bambuterol,10 ?M,MCF7,0.668,0.097,-0.689,3199
521,765,rosiglitazone,10 ?M,MCF7,0.667,0.321,-0.465,6992
522,761,isoxicam,12 ?M,PC3,0.667,0.23,-0.556,7268
523,616,canrenoic acid,10 ?M,PC3,0.667,0.287,-0.498,2065
524,689,alprostadil,11 ?M,PC3,0.667,0.153,-0.632,4099
525,751,foliosidine,13 ?M,MCF7,0.667,0.126,-0.659,6057
526,616,neomycin,4 ?M,PC3,0.666,0.248,-0.536,2066
527,689,metrizamide,5 ?M,PC3,0.666,0.283,-0.501,4075
528,707,bretylium tosilate,10 ?M,MCF7,0.665,0.141,-0.643,5020
529,116,monastrol,100 ?M,PC3,0.665,0.334,-0.449,668
530,693,indoprofen,14 ?M,PC3,0.665,0.331,-0.452,4249
531,603,valproic acid,50 ?M,PC3,0.665,0.237,-0.546,1222
532,690,brompheniramine,9 ?M,MCF7,0.665,0.189,-0.594,4131
533,746,fluorometholone,11 ?M,MCF7,0.665,0.189,-0.594,6247
534,662,yohimbine,10 ?M,MCF7,0.665,0.144,-0.639,2755
535,688,chlorogenic acid,11 ?M,PC3,0.664,0.135,-0.647,4024
536,657,dihydroergocristine,6 ?M,MCF7,0.664,0.233,-0.549,2895
537,661,Prestwick-972,23 ?M,HL60,0.664,0.163,-0.619,3132
538,655,dinoprost,8 ?M,MCF7,0.664,0.27,-0.512,3308
539,758,clofazimine,8 ?M,MCF7,0.664,0.158,-0.624,5642
540,672,theobromine,22 ?M,MCF7,0.664,0.304,-0.477,3334
541,725,haloperidol,10 ?M,MCF7,0.664,0.241,-0.541,5241
542,704,prednisone,11 ?M,PC3,0.664,0.161,-0.62,4577
543,505,carbamazepine,100 nM,MCF7,0.663,0.175,-0.606,919
544,751,etiocholanolone,14 ?M,MCF7,0.663,0.153,-0.628,6060
545,733,proadifen,10 ?M,PC3,0.663,0.238,-0.543,5807
546,682,fluocinonide,8 ?M,PC3,0.663,0.343,-0.438,3757
547,699,pentolonium,7 ?M,MCF7,0.663,0.264,-0.517,4699
548,680,0175029-0000,1 ?M,PC3,0.663,0.14,-0.64,3694
549,699,cefazolin,8 ?M,MCF7,0.663,0.194,-0.587,4708
550,656,trimethadione,28 ?M,MCF7,0.663,0.207,-0.573,2846
551,656,rifampicin,5 ?M,MCF7,0.662,0.163,-0.617,2847
552,632,tolnaftate,13 ?M,MCF7,0.662,0.148,-0.632,1501
553,772,cloxacillin,9 ?M,MCF7,0.662,0.158,-0.622,7483
554,747,podophyllotoxin,10 ?M,MCF7,0.662,0.183,-0.596,7198
555,731,cyclopentolate,12 ?M,PC3,0.662,0.252,-0.527,5734
556,637,meclofenamic acid,12 ?M,MCF7,0.662,0.242,-0.538,2291
557,664,nifurtimox,14 ?M,HL60,0.661,0.168,-0.611,2908
558,751,myosmine,27 ?M,MCF7,0.661,0.234,-0.544,6055
559,737,tridihexethyl,11 ?M,MCF7,0.661,0.278,-0.5,5486
560,745,calycanthine,12 ?M,MCF7,0.661,0.116,-0.663,6221
561,614,cefotaxime,8 ?M,HL60,0.661,0.269,-0.509,1389
562,690,pheniramine,11 ?M,MCF7,0.661,0.178,-0.6,4130
563,756,trapidil,19 ?M,MCF7,0.661,0.187,-0.59,6515
564,747,fendiline,11 ?M,MCF7,0.66,0.228,-0.549,7188
565,626,troglitazone,10 ?M,MCF7,0.66,0.296,-0.482,1657
566,614,dihydrostreptomycin,3 ?M,HL60,0.66,0.2,-0.577,1391
567,699,PNU-0251126,10 ?M,MCF7,0.66,0.23,-0.547,4711
568,615,thalidomide,15 ?M,HL60,0.66,0.183,-0.594,1411
569,616,diazoxide,17 ?M,PC3,0.66,0.242,-0.535,2052
570,655,puromycin,7 ?M,MCF7,0.66,0.183,-0.594,3310
571,631,myricetin,13 ?M,HL60,0.66,0.176,-0.601,1334
572,735,metolazone,11 ?M,MCF7,0.66,0.191,-0.585,5392
573,648,cefmetazole,8 ?M,HL60,0.659,0.143,-0.633,2524
574,514,cytochalasin B,21 ?M,MCF7,0.659,0.291,-0.485,1122
575,692,lumicolchicine,10 ?M,PC3,0.659,0.218,-0.557,4195
576,649,sulfadimethoxine,13 ?M,HL60,0.658,0.116,-0.659,2578
577,767,troglitazone,10 ?M,MCF7,0.658,0.174,-0.601,6949
578,735,methotrexate,9 ?M,MCF7,0.658,0.194,-0.58,5419
579,626,estradiol,10 nM,MCF7,0.658,0.247,-0.527,1666
580,720,CP-690334-01,10 ?M,MCF7,0.657,0.148,-0.626,4380
581,744,clomipramine,11 ?M,MCF7,0.657,0.286,-0.487,6825
582,756,azapropazone,13 ?M,MCF7,0.657,0.173,-0.601,6522
583,726,clozapine,12 ?M,MCF7,0.657,0.171,-0.602,5265
584,644,sparteine,17 ?M,HL60,0.656,0.191,-0.582,2134
585,767,LY-294002,10 ?M,MCF7,0.656,0.232,-0.541,6953
586,602,LY-294002,10 ?M,HL60,0.656,0.299,-0.473,1180
587,765,thioridazine,10 ?M,MCF7,0.655,0.273,-0.499,6989
588,718,trimetazidine,12 ?M,PC3,0.655,0.302,-0.469,5060
589,631,trichostatin A,100 nM,HL60,0.655,0.187,-0.584,1306
590,732,tremorine,15 ?M,PC3,0.655,0.222,-0.549,5799
591,658,chloropyramine,12 ?M,HL60,0.655,0.251,-0.52,3011
592,612,hydrochlorothiazide,13 ?M,HL60,0.655,0.208,-0.562,1987
593,729,cisapride,9 ?M,MCF7,0.655,0.266,-0.504,5305
594,654,pepstatin,6 ?M,MCF7,0.654,0.114,-0.657,3264
595,631,N-acetyl-L-aspartic acid,23 ?M,HL60,0.654,0.21,-0.56,1329
596,633,bromocriptine,5 ?M,MCF7,0.654,0.24,-0.531,1507
597,1077,SC-19220,10 ?M,PC3,0.654,0.252,-0.518,7095
598,686,piperacillin,7 ?M,MCF7,0.654,0.309,-0.461,3845
599,614,tamoxifen,7 ?M,HL60,0.654,0.205,-0.565,1366
600,655,hexetidine,12 ?M,MCF7,0.654,0.224,-0.546,3318
601,681,bromopride,12 ?M,PC3,0.654,0.292,-0.478,3719
602,120,estradiol,10 nM,HL60,0.654,0.194,-0.575,782
603,650,valproic acid,200 ?M,HL60,0.653,0.24,-0.529,2674
604,745,racecadotril,10 ?M,MCF7,0.653,0.179,-0.591,6231
605,659,thioperamide,10 ?M,HL60,0.653,0.129,-0.64,3055
606,695,nifuroxazide,15 ?M,MCF7,0.652,0.171,-0.597,4835
607,715,zidovudine,15 ?M,PC3,0.652,0.34,-0.427,6733
608,761,flunarizine,8 ?M,PC3,0.652,0.198,-0.57,7252
609,689,carbenoxolone,7 ?M,PC3,0.652,0.182,-0.585,4093
610,698,ofloxacin,11 ?M,PC3,0.652,0.365,-0.402,7372
611,734,nomifensine,11 ?M,PC3,0.651,0.122,-0.644,5863
612,677,betulin,9 ?M,MCF7,0.651,0.142,-0.624,3513
613,614,chlorphenamine,10 ?M,HL60,0.651,0.218,-0.548,1371
614,660,idazoxan,17 ?M,HL60,0.651,0.212,-0.554,3088
615,693,corynanthine,10 ?M,PC3,0.651,0.225,-0.541,4227
616,741,Trolox C,16 ?M,MCF7,0.65,0.229,-0.537,6007
617,673,pentetic acid,10 ?M,MCF7,0.65,0.224,-0.541,3387
618,636,ampyrone,20 ?M,MCF7,0.65,0.124,-0.641,2249
619,690,etofenamate,11 ?M,MCF7,0.649,0.154,-0.61,4108
620,691,metrizamide,5 ?M,MCF7,0.649,0.168,-0.596,4156
621,636,picotamide,10 ?M,MCF7,0.649,0.151,-0.613,2233
622,623,maprotiline,13 ?M,HL60,0.649,0.316,-0.448,1621
623,765,sirolimus,100 nM,MCF7,0.649,0.127,-0.636,7001
624,655,ciclopirox,15 ?M,MCF7,0.649,0.196,-0.568,3317
625,655,iohexol,5 ?M,MCF7,0.648,0.228,-0.536,3322
626,1077,AR-A014418,10 ?M,PC3,0.648,0.238,-0.525,7097
627,119,alpha-estradiol,10 nM,MCF7,0.648,0.268,-0.495,762
628,693,oxetacaine,9 ?M,PC3,0.647,0.317,-0.446,4246
629,735,ganciclovir,16 ?M,MCF7,0.647,0.193,-0.569,5389
630,1077,fulvestrant,1 ?M,PC3,0.647,0.297,-0.465,7096
631,1065,AH-6809,1 ?M,PC3,0.647,0.191,-0.571,7049
632,749,ciprofibrate,14 ?M,HL60,0.647,0.205,-0.556,6138
633,701,bromopride,12 ?M,PC3,0.647,0.323,-0.439,4278
634,672,indoprofen,14 ?M,MCF7,0.647,0.154,-0.608,3345
635,719,flumequine,15 ?M,PC3,0.646,0.315,-0.446,5104
636,505,5152487,10 ?M,MCF7,0.646,0.206,-0.555,896
637,626,sirolimus,100 nM,MCF7,0.646,0.264,-0.497,1667
638,765,genistein,10 ?M,MCF7,0.646,0.174,-0.586,6994
639,670,sulfadimethoxine,13 ?M,MCF7,0.646,0.118,-0.643,3441
640,634,melatonin,17 ?M,HL60,0.646,0.205,-0.555,2431
641,16,rofecoxib,10 ?M,MCF7,0.646,0.187,-0.573,205
642,698,halcinonide,9 ?M,PC3,0.645,0.293,-0.467,7379
643,656,colistin,3 ?M,MCF7,0.645,0.236,-0.523,2851
644,692,norcyclobenzaprine,15 ?M,PC3,0.645,0.241,-0.518,4190
645,616,disulfiram,13 ?M,PC3,0.645,0.282,-0.478,2053
646,614,aminophenazone,17 ?M,HL60,0.645,0.233,-0.527,1376
647,686,sulfadimidine,13 ?M,MCF7,0.645,0.263,-0.496,3847
648,706,lovastatin,10 ?M,MCF7,0.645,0.334,-0.425,4978
649,727,LY-294002,10 ?M,PC3,0.644,0.354,-0.405,4463
650,613,metanephrine,17 ?M,HL60,0.644,0.217,-0.541,2015
651,615,flumequine,15 ?M,HL60,0.644,0.195,-0.564,1429
652,656,methoxamine,16 ?M,MCF7,0.644,0.167,-0.591,2848
653,741,Prestwick-1103,20 ?M,MCF7,0.644,0.097,-0.661,6019
654,86,fisetin,50 ?M,PC3,0.643,0.295,-0.463,579
655,616,picotamide,10 ?M,PC3,0.643,0.286,-0.471,2070
656,617,alverine,8 ?M,PC3,0.643,0.182,-0.575,2110
657,631,pepstatin,6 ?M,HL60,0.643,0.256,-0.501,1328
658,17,TTNPB,100 nM,MCF7,0.643,0.172,-0.585,223
659,688,carbarsone,15 ?M,PC3,0.643,0.306,-0.451,3991
660,744,metoprolol,6 ?M,MCF7,0.642,0.167,-0.589,6846
661,694,tolnaftate,13 ?M,MCF7,0.642,0.129,-0.627,4805
662,653,N6-methyladenosine,14 ?M,MCF7,0.642,0.117,-0.639,2626
663,707,brinzolamide,10 ?M,MCF7,0.642,0.197,-0.558,5016
664,603,genistein,10 ?M,PC3,0.641,0.305,-0.45,1235
665,1084,16-phenyltetranorprostaglandin E2,10 ?M,MCF7,0.641,0.225,-0.53,7505
666,758,timolol,9 ?M,MCF7,0.641,0.219,-0.536,5645
667,614,acenocoumarol,11 ?M,HL60,0.641,0.31,-0.445,1394
668,705,sulpiride,12 ?M,MCF7,0.641,0.146,-0.608,4389
669,699,glycopyrronium bromide,10 ?M,MCF7,0.641,0.24,-0.515,4709
670,693,phenazone,21 ?M,PC3,0.641,0.29,-0.464,4251
671,635,nystatin,4 ?M,HL60,0.641,0.153,-0.601,2500
672,649,flecainide,8 ?M,HL60,0.641,0.173,-0.581,2557
673,756,denatonium benzoate,9 ?M,MCF7,0.64,0.241,-0.512,6502
674,671,pyrithyldione,24 ?M,MCF7,0.64,0.227,-0.526,3482
675,677,ioxaglic acid,3 ?M,MCF7,0.64,0.238,-0.515,3528
676,755,butyl hydroxybenzoate,21 ?M,MCF7,0.639,0.184,-0.568,6446
677,752,naproxen,16 ?M,MCF7,0.639,0.14,-0.612,6096
678,647,metitepine,8 ?M,MCF7,0.639,0.196,-0.557,3231
679,744,iopromide,5 ?M,MCF7,0.639,0.165,-0.587,6842
680,730,xamoterol,5 ?M,MCF7,0.639,0.246,-0.505,5363
681,656,tetramisole,17 ?M,MCF7,0.638,0.102,-0.649,2849
682,1055,0297417-0002B,10 ?M,MCF7,0.638,0.256,-0.495,6900
683,736,scopolamine N-oxide,10 ?M,MCF7,0.638,0.137,-0.615,5436
684,676,apramycin,7 ?M,MCF7,0.638,0.192,-0.559,7334
685,677,pivmecillinam,8 ?M,MCF7,0.638,0.174,-0.577,3535
686,731,fluorocurarine,12 ?M,PC3,0.638,0.286,-0.465,5741
687,698,mebendazole,14 ?M,PC3,0.638,0.285,-0.466,7370
688,1066,colforsin,500 nM,MCF7,0.638,0.316,-0.434,7055
689,700,gossypol,8 ?M,MCF7,0.638,0.272,-0.479,4762
690,632,thioridazine,10 ?M,MCF7,0.637,0.208,-0.543,1486
691,678,tropine,28 ?M,MCF7,0.637,0.115,-0.635,3569
692,699,riluzole,15 ?M,MCF7,0.637,0.304,-0.446,4689
693,733,ipratropium bromide,10 ?M,PC3,0.637,0.193,-0.557,5823
694,727,fluphenazine,10 ?M,PC3,0.637,0.321,-0.429,4461
695,646,pimozide,9 ?M,MCF7,0.637,0.24,-0.51,3178
696,677,quinpirole,16 ?M,MCF7,0.637,0.158,-0.591,3539
697,619,bumetanide,11 ?M,HL60,0.637,0.255,-0.494,2409
698,710,diloxanide,12 ?M,PC3,0.636,0.264,-0.486,6679
699,738,parthenolide,16 ?M,MCF7,0.636,0.222,-0.526,5530
700,603,15-delta prostaglandin J2,10 ?M,PC3,0.635,0.194,-0.554,1231
701,710,dicloxacillin,8 ?M,PC3,0.635,0.224,-0.524,6666
702,691,diflorasone,8 ?M,MCF7,0.635,0.195,-0.552,4158
703,630,prochlorperazine,7 ?M,HL60,0.634,0.302,-0.445,1286
704,636,isoconazole,10 ?M,MCF7,0.634,0.127,-0.62,2218
705,688,oxybuprocaine,12 ?M,PC3,0.634,0.379,-0.368,3996
706,734,mesalazine,26 ?M,PC3,0.634,0.138,-0.609,5888
707,641,stachydrine,22 ?M,HL60,0.634,0.257,-0.489,1751
708,691,cefsulodin,7 ?M,MCF7,0.634,0.207,-0.539,4148
709,631,carbarsone,15 ?M,HL60,0.634,0.204,-0.542,1313
710,735,butoconazole,8 ?M,MCF7,0.634,0.199,-0.547,5388
711,691,levothyroxine sodium,5 ?M,MCF7,0.633,0.27,-0.476,4150
712,689,4-hydroxyphenazone,20 ?M,PC3,0.633,0.218,-0.528,4095
713,692,pepstatin,6 ?M,PC3,0.633,0.162,-0.584,4206
714,655,niridazole,19 ?M,MCF7,0.633,0.152,-0.594,3301
715,640,bromperidol,10 ?M,HL60,0.633,0.176,-0.57,1723
716,647,nicardipine,8 ?M,MCF7,0.633,0.224,-0.521,3215
717,633,moroxydine,19 ?M,MCF7,0.633,0.177,-0.568,1527
718,616,atropine oxide,12 ?M,PC3,0.633,0.348,-0.397,2054
719,732,thioproperazine,6 ?M,PC3,0.633,0.176,-0.569,5791
720,761,adiphenine,11 ?M,PC3,0.632,0.156,-0.589,7279
721,754,alverine,8 ?M,PC3,0.632,0.249,-0.495,6345
722,26b,LY-294002,10 ?M,MCF7,0.632,0.271,-0.473,328
723,1067,colforsin,500 nM,PC3,0.632,0.211,-0.533,7059
724,612,acebutolol,11 ?M,HL60,0.632,0.278,-0.467,1993
725,733,benzydamine,12 ?M,PC3,0.632,0.205,-0.54,5811
726,756,flucloxacillin,8 ?M,MCF7,0.632,0.253,-0.491,6507
727,504,depudecin,1 ?M,MCF7,0.632,0.134,-0.61,874
728,718,perhexiline,10 ?M,PC3,0.632,0.158,-0.586,5081
729,671,ifosfamide,15 ?M,MCF7,0.631,0.25,-0.494,3485
730,689,sotalol,13 ?M,PC3,0.631,0.264,-0.479,4079
731,21,genistein,1 ?M,MCF7,0.631,0.267,-0.476,267
732,756,articaine,12 ?M,MCF7,0.631,0.131,-0.612,6517
733,682,0317956-0000,10 ?M,PC3,0.631,0.315,-0.428,3774
734,698,PNU-0251126,1 ?M,PC3,0.631,0.285,-0.457,7390
735,112,tioguanine,10 ?M,MCF7,0.631,0.127,-0.615,642
736,693,piperine,14 ?M,PC3,0.631,0.274,-0.469,4247
737,756,halofantrine,7 ?M,MCF7,0.63,0.162,-0.579,6509
738,698,guanadrel,8 ?M,PC3,0.63,0.176,-0.565,7396
739,699,fludroxycortide,9 ?M,MCF7,0.629,0.194,-0.547,4702
740,728,estropipate,9 ?M,PC3,0.629,0.128,-0.613,4472
741,731,alclometasone,8 ?M,PC3,0.629,0.229,-0.512,5752
742,733,suxibuzone,9 ?M,PC3,0.629,0.174,-0.566,5806
743,648,suxibuzone,9 ?M,HL60,0.629,0.106,-0.634,2503
744,633,aciclovir,18 ?M,MCF7,0.628,0.242,-0.498,1543
745,610,thioridazine,10 ?M,PC3,0.628,0.332,-0.408,1905
746,718,flufenamic acid,14 ?M,PC3,0.628,0.241,-0.499,5059
747,626,LY-294002,10 ?M,MCF7,0.628,0.269,-0.471,1652
748,736,iproniazid,14 ?M,MCF7,0.628,0.103,-0.637,5458
749,689,decamethonium bromide,10 ?M,PC3,0.628,0.249,-0.49,4094
750,693,doxylamine,10 ?M,PC3,0.628,0.303,-0.436,4235
751,646,fluphenazine,8 ?M,MCF7,0.628,0.215,-0.524,3194
