"","eff_length"
"AC006504.6",199
"AC006504.7",635
"AC006509.1",634
"AC006509.2",395
"AC006511.1",315
"AC006511.2",660
"AC006511.3",1783
"AC006512.1",291
"AC006512.2",486
"AC006517.1",328
"AC006518.1",943
"AC006518.2",940
"AC006529.1",637
"AC006530.1",571
"AC006538.1",1585
"AC006538.2",543
"AC006538.3",578
"AC006539.1",501
"AC006539.2",572
"AC006539.3",129
"AC006547.1",996
"AC006547.2",526
"AC006547.3",583
"AC006548.1",102
"AC006548.2",529
"AC006557.1",1085
"AC006557.2",1240
"AC006557.3",517
"AC006557.4",830
"AC006557.5",811
"AC006557.6",864
"AC006566.1",513
"AC006581.1",496
"AC006600.1",153
"AC006600.2",2506
"AC006840.1",542
"AC006924.1",559
"AC006927.1",498
"AC006942.1",520
"AC006946.1",328
"AC006946.2",2855
"AC006946.3",756
"AC006947.1",484
"AC006960.1",153
"AC006960.2",531
"AC006960.3",705
"AC006963.1",1052
"AC006965.1",959
"AC006967.1",589
"AC006967.2",432
"AC006967.3",1093
"AC006970.1",389
"AC006970.2",779
"AC006971.1",4486
"AC006978.1",1234
"AC006978.2",666
"AC006986.1",241
"AC006987.1",279
"AC006989.1",131
"AC006994.1",839
"AC006994.2",1285
"AC007000.1",794
"AC007000.2",487
"AC007000.3",617
"AC007001.1",670
"AC007003.1",736
"AC007009.1",429
"AC007012.1",175
"AC007012.2",1676
"AC007014.1",610
"AC007014.2",479
"AC007016.1",244
"AC007029.1",313
"AC007032.1",847
"AC007036.1",674
"AC007036.2",437
"AC007036.3",614
"AC007038.1",2199
"AC007038.2",740
"AC007040.1",477
"AC007040.2",4170
"AC007040.3",197
"AC007041.1",1155
"AC007064.1",351
"AC007064.2",500
"AC007064.3",359
"AC007066.1",381
"AC007066.2",1993
"AC007068.1",844
"AC007068.2",395
"AC007091.1",566
"AC007098.1",2069
"AC007098.2",367
"AC007099.1",1185
"AC007099.2",336
"AC007099.3",135
"AC007100.1",478
"AC007106.1",600
"AC007114.1",713
"AC007114.2",4281
"AC007115.1",234
"AC007126.1",4781
"AC007128.1",1853
"AC007128.2",557
"AC007136.1",199
"AC007151.1",483
"AC007159.1",4706
"AC007160.1",319
"AC007161.1",1061
"AC007161.2",1109
"AC007163.1",877
"AC007179.1",438
"AC007179.2",765
"AC007179.3",235
"AC007182.1",2159
"AC007182.2",402
"AC007182.3",60
"AC007191.1",2995
"AC007192.1",5142
"AC007192.2",463
"AC007193.1",448
"AC007193.2",472
"AC007193.3",188
"AC007204.1",555
"AC007204.2",616
"AC007207.1",555
"AC007215.1",276
"AC007216.1",601
"AC007216.2",384
"AC007216.3",1495
"AC007216.4",562
"AC007216.5",109
"AC007218.1",660
"AC007220.1",1055
"AC007223.1",572
"AC007224.1",144
"AC007224.2",510
"AC007225.1",1836
"AC007225.2",256
"AC007229.1",412
"AC007237.1",499
"AC007238.1",1741
"AC007240.1",135
"AC007240.2",134
"AC007241.1",90
"AC007250.1",338
"AC007253.1",889
"AC007255.1",1376
"AC007255.2",631
"AC007256.1",2765
"AC007262.1",321
"AC007272.1",1269
"AC007274.1",662
"AC007274.2",662
"AC007274.3",385
"AC007275.1",671
"AC007277.1",2189
"AC007277.2",179
"AC007278.1",1327
"AC007278.2",1200
"AC007279.1",837
"AC007283.1",445
"AC007283.2",197
"AC007285.1",893
"AC007285.2",518
"AC007292.1",746
"AC007292.2",1812
"AC007292.3",357
"AC007298.1",656
"AC007298.2",862
"AC007308.1",373
"AC007312.1",258
"AC007314.1",565
"AC007318.1",881
"AC007318.2",243
"AC007319.1",829
"AC007322.1",750
"AC007322.2",605
"AC007322.3",701
"AC007322.4",723
"AC007326.1",458
"AC007326.2",7579
"AC007327.1",264
"AC007327.2",457
"AC007333.1",630
"AC007333.2",559
"AC007336.1",3828
"AC007336.2",557
"AC007336.3",2160
"AC007342.1",706
"AC007342.2",395
"AC007342.3",3792
"AC007342.4",721
"AC007342.5",2142
"AC007342.6",2594
"AC007342.7",2337
"AC007342.8",678
"AC007342.9",1385
"AC007344.1",456
"AC007346.1",867
"AC007346.2",892
"AC007347.1",281
"AC007347.2",180
"AC007349.1",587
"AC007349.2",553
"AC007349.3",872
"AC007349.4",532
"AC007351.1",126
"AC007351.2",136
"AC007351.3",109
"AC007351.4",107
"AC007359.1",2939
"AC007362.1",606
"AC007363.1",620
"AC007364.1",1022
"AC007365.1",627
"AC007365.2",458
"AC007368.1",1310
"AC007370.1",316
"AC007370.2",2694
"AC007375.1",115
"AC007375.2",603
"AC007375.3",2314
"AC007376.1",604
"AC007376.2",540
"AC007378.1",478
"AC007381.1",2005
"AC007382.1",2618
"AC007383.1",636
"AC007383.2",752
"AC007383.3",1411
"AC007383.4",182
"AC007384.1",891
"AC007386.1",582
"AC007387.1",150
"AC007389.1",1266
"AC007389.2",306
"AC007389.3",1656
"AC007389.4",793
"AC007389.5",744
"AC007390.1",356
"AC007390.2",3803
"AC007391.1",504
"AC007394.1",531
"AC007395.1",677
"AC007402.1",3939
"AC007403.1",567
"AC007405.1",2149
"AC007405.2",547
"AC007405.3",660
"AC007406.1",315
"AC007406.2",503
"AC007406.3",1063
"AC007406.4",765
"AC007406.5",3170
"AC007422.1",167
"AC007423.1",627
"AC007424.1",2945
"AC007431.1",1412
"AC007431.2",563
"AC007431.3",587
"AC007435.1",415
"AC007435.2",187
"AC007448.1",139
"AC007448.2",234
"AC007448.3",380
"AC007448.4",689
"AC007450.1",188
"AC007450.2",290
"AC007450.3",247
"AC007450.4",524
"AC007458.1",373
"AC007463.1",734
"AC007485.1",206
"AC007485.2",1667
"AC007490.1",703
"AC007493.1",517
"AC007493.2",478
"AC007494.1",760
"AC007494.2",764
"AC007494.3",743
"AC007495.1",535
"AC007496.1",739
"AC007496.2",547
"AC007496.3",3443
"AC007497.1",561
"AC007513.1",379
"AC007527.1",382
"AC007527.2",546
"AC007529.1",2178
"AC007533.1",870
"AC007536.1",349
"AC007537.1",511
"AC007540.1",507
"AC007541.1",1469
"AC007546.1",559
"AC007546.2",360
"AC007547.1",490
"AC007547.2",360
"AC007551.1",519
"AC007551.2",389
"AC007552.1",927
"AC007552.2",603
"AC007556.1",307
"AC007557.1",541
"AC007557.2",583
"AC007557.3",3135
"AC007557.4",430
"AC007559.1",355
"AC007560.1",237
"AC007562.1",517
"AC007563.1",689
"AC007563.2",552
"AC007563.3",371
"AC007566.1",643
"AC007566.2",413
"AC007568.1",471
"AC007569.1",600
"AC007570.1",603
"AC007595.1",483
"AC007598.1",435
"AC007598.2",539
"AC007598.3",1678
"AC007599.1",1174
"AC007599.2",493
"AC007601.1",1974
"AC007601.2",502
"AC007603.1",2085
"AC007603.2",506
"AC007608.1",2469
"AC007608.2",1146
"AC007608.3",5214
"AC007608.4",3365
"AC007610.1",498
"AC007610.2",666
"AC007610.3",934
"AC007610.4",2125
"AC007611.1",854
"AC007613.1",2597
"AC007614.1",8892
"AC007614.2",2620
"AC007618.1",732
"AC007619.1",412
"AC007619.2",379
"AC007620.1",25
"AC007620.2",1697
"AC007620.3",497
"AC007621.1",437
"AC007622.1",535
"AC007622.2",1680
"AC007631.1",189
"AC007637.1",910
"AC007638.1",1763
"AC007638.2",1740
"AC007639.1",833
"AC007652.1",562
"AC007655.1",357
"AC007656.1",271
"AC007656.2",573
"AC007656.3",4547
"AC007663.1",1240
"AC007663.2",2228
"AC007663.3",465
"AC007663.4",631
"AC007666.1",1838
"AC007671.1",830
"AC007673.1",1100
"AC007677.1",515
"AC007679.1",781
"AC007679.2",414
"AC007681.1",3438
"AC007683.1",591
"AC007683.2",714
"AC007684.1",135
"AC007684.2",477
"AC007685.1",452
"AC007686.1",463
"AC007686.2",469
"AC007686.3",3487
"AC007687.1",304
"AC007688.1",91
"AC007688.2",759
"AC007688.3",369
"AC007690.1",468
"AC007718.1",280
"AC007728.1",787
"AC007728.2",1150
"AC007728.3",746
"AC007731.1",1703
"AC007731.2",446
"AC007731.3",652
"AC007731.4",644
"AC007738.1",348
"AC007741.1",3495
"AC007742.1",329
"AC007742.2",398
"AC007743.1",3075
"AC007744.1",2289
"AC007749.1",585
"AC007750.1",4098
"AC007751.1",376
"AC007773.1",972
"AC007780.1",773
"AC007785.1",332
"AC007785.2",1916
"AC007785.3",544
"AC007786.1",709
"AC007786.2",803
"AC007786.3",596
"AC007787.1",1583
"AC007787.2",599
"AC007790.1",782
"AC007792.1",402
"AC007795.1",437
"AC007823.1",1566
"AC007834.1",728
"AC007834.2",343
"AC007842.1",2039
"AC007848.1",1405
"AC007848.2",1727
"AC007849.1",513
"AC007849.2",471
"AC007861.1",674
"AC007861.2",571
"AC007876.1",983
"AC007878.1",1615
"AC007879.1",554
"AC007879.2",551
"AC007879.3",823
"AC007879.4",361
"AC007881.1",187
"AC007881.2",570
"AC007881.3",607
"AC007899.1",775
"AC007906.1",510
"AC007906.2",1151
"AC007907.1",451
"AC007919.1",217
"AC007919.2",511
"AC007920.1",2674
"AC007922.1",459
"AC007922.2",281
"AC007922.3",543
"AC007923.1",505
"AC007923.2",1591
"AC007923.3",292
"AC007923.4",568
"AC007938.1",2902
"AC007938.2",2634
"AC007938.3",623
"AC007938.4",99
"AC007938.5",140
"AC007938.6",235
"AC007948.1",242
"AC007950.1",615
"AC007950.2",2347
"AC007952.1",1173
"AC007952.2",1921
"AC007952.3",440
"AC007952.4",637
"AC007952.5",1486
"AC007952.6",2673
"AC007952.7",757
"AC007952.8",440
"AC007952.9",191
"AC007953.1",560
"AC007953.2",193
"AC007954.1",494
"AC007956.1",110
"AC007956.2",542
"AC007967.1",1159
"AC007967.2",625
"AC007967.3",558
"AC007967.4",386
"AC007969.1",447
"AC007969.2",191
"AC007991.1",631
"AC007991.2",102
"AC007991.3",502
"AC007991.4",605
"AC007992.1",953
"AC007992.2",835
"AC007993.1",2430
"AC007993.2",521
"AC007996.1",2821
"AC007998.1",672
"AC007998.2",455
"AC007998.3",697
"AC007998.4",2533
"AC007998.5",237
"AC008011.1",227
"AC008011.2",792
"AC008013.1",819
"AC008013.2",348
"AC008013.3",675
"AC008014.1",1569
"AC008015.1",465
"AC008026.1",447
"AC008026.2",348
"AC008026.3",1707
"AC008033.1",1162
"AC008033.2",177
"AC008033.3",1407
"AC008035.1",448
"AC008040.1",6251
"AC008040.2",708
"AC008040.3",1232
"AC008040.4",768
"AC008050.1",632
"AC008055.1",609
"AC008056.1",394
"AC008056.2",551
"AC008060.1",1551
"AC008060.2",468
"AC008060.3",534
"AC008060.4",1861
"AC008063.1",640
"AC008063.2",619
"AC008065.1",348
"AC008066.1",863
"AC008067.1",837
"AC008069.1",950
"AC008072.1",824
"AC008073.1",543
"AC008073.2",792
"AC008073.3",2281
"AC008074.1",429
"AC008074.2",1907
"AC008079.1",20396
"AC008080.1",1058
"AC008080.2",577
"AC008080.3",380
"AC008080.4",1589
"AC008083.1",132
"AC008083.2",663
"AC008083.3",329
"AC008083.4",444
"AC008088.1",280
"AC008103.1",1181
"AC008105.1",2003
"AC008105.2",579
"AC008105.3",2238
"AC008114.1",427
"AC008115.1",150
"AC008115.2",241
"AC008115.3",549
"AC008115.4",775
"AC008121.1",268
"AC008121.2",523
"AC008121.3",433
"AC008124.1",9730
"AC008125.1",1538
"AC008126.1",480
"AC008127.1",499
"AC008127.2",1075
"AC008132.1",5920
"AC008132.2",391
"AC008133.1",557
"AC008133.2",351
"AC008134.1",193
"AC008147.1",325
"AC008147.2",4713
"AC008147.3",354
"AC008147.4",1204
"AC008149.1",525
"AC008154.1",327
"AC008154.2",414
"AC008155.1",397
"AC008162.1",254
"AC008162.2",291
"AC008163.1",4571
"AC008164.1",596
"AC008171.1",200
"AC008175.1",2939
"AC008175.2",297
"AC008243.1",481
"AC008250.1",522
"AC008250.2",205
"AC008264.1",367
"AC008264.2",3731
"AC008267.1",1069
"AC008267.2",1016
"AC008267.3",712
"AC008267.4",521
"AC008267.5",540
"AC008267.6",151
"AC008267.7",139
"AC008267.8",1194
"AC008268.1",1119
"AC008269.1",646
"AC008269.2",1105
"AC008277.1",1149
"AC008277.2",797
"AC008278.1",568
"AC008278.2",409
"AC008280.1",412
"AC008280.2",307
"AC008280.3",732
"AC008378.1",496
"AC008379.1",464
"AC008385.1",355
"AC008393.1",1454
"AC008395.1",607
"AC008403.1",443
"AC008403.2",1006
"AC008406.1",541
"AC008406.2",532
"AC008406.3",1374
"AC008410.1",339
"AC008413.1",177
"AC008413.2",342
"AC008415.1",734
"AC008417.1",565
"AC008427.1",655
"AC008429.1",2067
"AC008429.2",864
"AC008429.3",489
"AC008429.4",182
"AC008432.1",1320
"AC008434.1",549
"AC008438.1",549
"AC008438.2",570
"AC008440.1",439
"AC008440.2",423
"AC008443.1",1868
"AC008443.2",566
"AC008443.3",549
"AC008443.4",456
"AC008443.5",392
"AC008443.6",738
"AC008443.7",246
"AC008446.1",451
"AC008453.1",425
"AC008456.1",731
"AC008464.1",663
"AC008467.1",5471
"AC008474.1",573
"AC008481.1",396
"AC008481.2",531
"AC008481.3",727
"AC008489.1",483
"AC008494.1",796
"AC008494.2",370
"AC008494.3",944
"AC008496.1",295
"AC008496.2",460
"AC008497.1",166
"AC008498.1",531
"AC008498.2",2322
"AC008507.1",734
"AC008507.2",1176
"AC008507.3",1969
"AC008514.1",602
"AC008514.2",1337
"AC008517.1",585
"AC008521.1",187
"AC008521.2",259
"AC008522.1",2904
"AC008525.1",676
"AC008525.2",82
"AC008526.1",338
"AC008534.1",1940
"AC008534.2",179
"AC008537.1",575
"AC008537.2",482
"AC008537.3",1881
"AC008539.1",482
"AC008543.1",3383
"AC008543.2",1383
"AC008543.3",491
"AC008543.4",442
"AC008543.5",2515
"AC008549.1",643
"AC008549.2",706
"AC008549.3",404
"AC008550.1",884
"AC008551.1",405
"AC008554.1",811
"AC008555.1",2757
"AC008555.2",5302
"AC008555.3",568
"AC008555.4",570
"AC008555.5",458
"AC008555.6",583
"AC008555.7",2168
"AC008556.1",2040
"AC008562.1",330
"AC008565.1",885
"AC008567.1",1192
"AC008567.2",656
"AC008568.1",821
"AC008568.2",2313
"AC008569.1",252
"AC008569.2",889
"AC008571.1",300
"AC008572.1",442
"AC008574.1",433
"AC008575.1",694
"AC008581.1",385
"AC008588.1",462
"AC008591.1",631
"AC008592.1",733
"AC008592.2",571
"AC008592.3",418
"AC008592.4",450
"AC008592.5",547
"AC008601.1",527
"AC008608.1",127
"AC008608.2",416
"AC008609.1",2686
"AC008610.1",393
"AC008619.1",567
"AC008620.1",592
"AC008620.2",1569
"AC008622.1",284
"AC008622.2",1229
"AC008622.3",600
"AC008626.1",283
"AC008626.2",258
"AC008627.1",1704
"AC008628.1",265
"AC008628.2",298
"AC008629.1",812
"AC008629.2",483
"AC008629.3",586
"AC008632.1",753
"AC008635.1",562
"AC008638.1",866
"AC008638.2",715
"AC008638.3",463
"AC008641.1",248
"AC008649.1",516
"AC008649.2",242
"AC008650.1",134
"AC008652.1",469
"AC008655.1",457
"AC008655.2",304
"AC008659.1",1458
"AC008662.1",674
"AC008662.2",389
"AC008663.1",455
"AC008663.2",1777
"AC008663.3",457
"AC008667.1",568
"AC008667.2",469
"AC008667.3",553
"AC008667.4",168
"AC008669.1",2178
"AC008670.1",74
"AC008676.1",1932
"AC008676.2",435
"AC008677.1",1561
"AC008677.2",306
"AC008677.3",666
"AC008680.1",283
"AC008686.1",565
"AC008687.1",786
"AC008687.2",520
"AC008687.3",598
"AC008687.4",493
"AC008687.5",558
"AC008687.6",630
"AC008691.1",1580
"AC008694.1",428
"AC008694.2",306
"AC008695.1",6393
"AC008696.1",615
"AC008696.2",825
"AC008700.1",654
"AC008705.1",115
"AC008705.2",489
"AC008708.1",474
"AC008708.2",1124
"AC008716.1",513
"AC008723.1",207
"AC008725.1",2263
"AC008728.1",691
"AC008731.1",579
"AC008734.1",537
"AC008734.2",477
"AC008735.1",802
"AC008735.2",549
"AC008735.3",500
"AC008735.4",608
"AC008735.5",497
"AC008736.1",568
"AC008736.2",516
"AC008737.1",371
"AC008737.2",118
"AC008737.3",221
"AC008738.1",375
"AC008738.2",404
"AC008738.3",659
"AC008738.4",700
"AC008738.5",482
"AC008738.6",569
"AC008738.7",511
"AC008739.1",575
"AC008739.2",317
"AC008739.3",127
"AC008739.5",1938
"AC008740.1",255
"AC008740.2",110
"AC008741.1",510
"AC008742.1",1167
"AC008743.1",813
"AC008745.1",271
"AC008747.1",442
"AC008749.1",306
"AC008750.1",492
"AC008750.2",729
"AC008750.3",437
"AC008750.4",219
"AC008750.5",473
"AC008750.6",322
"AC008750.7",559
"AC008750.8",551
"AC008751.1",342
"AC008751.2",980
"AC008752.1",408
"AC008752.2",750
"AC008752.3",712
"AC008753.1",284
"AC008753.2",387
"AC008753.3",446
"AC008758.1",4505
"AC008758.2",695
"AC008758.3",1829
"AC008758.4",2593
"AC008758.5",617
"AC008758.6",588
"AC008759.1",983
"AC008759.2",600
"AC008759.3",508
"AC008760.1",686
"AC008760.2",1357
"AC008761.1",217
"AC008761.2",419
"AC008761.3",892
"AC008763.1",843
"AC008763.2",762
"AC008763.3",777
"AC008764.1",2567
"AC008764.10",1830
"AC008764.2",376
"AC008764.3",432
"AC008764.4",956
"AC008764.5",190
"AC008764.6",2069
"AC008764.7",1081
"AC008764.8",2717
"AC008764.9",2505
"AC008770.1",542
"AC008770.2",1562
"AC008770.3",468
"AC008771.1",1151
"AC008780.1",820
"AC008781.1",621
"AC008781.2",2480
"AC008781.3",335
"AC008782.1",430
"AC008785.1",456
"AC008794.1",293
"AC008798.1",174
"AC008799.1",457
"AC008799.2",647
"AC008802.1",791
"AC008805.1",364
"AC008805.2",435
"AC008806.1",2443
"AC008808.1",432
"AC008808.2",569
"AC008810.1",128
"AC008813.1",885
"AC008814.1",406
"AC008817.1",1562
"AC008825.1",452
"AC008825.2",718
"AC008833.1",691
"AC008834.1",175
"AC008837.1",412
"AC008837.2",418
"AC008840.1",809
"AC008850.1",362
"AC008852.1",451
"AC008868.1",737
"AC008869.1",442
"AC008870.1",3009
"AC008870.2",1024
"AC008870.3",641
"AC008870.4",627
"AC008870.5",650
"AC008871.1",398
"AC008873.1",138
"AC008875.1",811
"AC008877.1",454
"AC008878.1",634
"AC008878.2",942
"AC008878.3",4964
"AC008878.4",293
"AC008883.1",193
"AC008883.2",414
"AC008885.1",301
"AC008885.2",930
"AC008892.1",384
"AC008894.1",367
"AC008894.2",2987
"AC008894.3",3103
"AC008895.1",2622
"AC008897.1",347
"AC008897.2",527
"AC008897.3",483
"AC008906.1",993
"AC008906.2",474
"AC008914.1",797
"AC008915.1",837
"AC008915.2",730
"AC008937.1",914
"AC008937.2",619
"AC008937.3",1700
"AC008938.1",6510
"AC008940.1",785
"AC008945.1",604
"AC008946.1",421
"AC008948.1",325
"AC008953.1",318
"AC008957.1",681
"AC008957.2",396
"AC008957.3",2242
"AC008958.1",682
"AC008962.1",304
"AC008966.1",3137
"AC008966.2",453
"AC008967.1",163
"AC008969.1",6438
"AC008972.1",640
"AC008972.2",494
"AC008982.1",963
"AC008982.2",493
"AC008985.1",2239
"AC008991.1",487
"AC008992.1",446
"AC009005.1",719
"AC009014.1",167
"AC009014.2",131
"AC009014.3",124
"AC009014.4",266
"AC009019.1",515
"AC009021.1",375
"AC009021.2",1666
"AC009022.1",4184
"AC009022.2",496
"AC009027.1",479
"AC009032.1",431
"AC009033.1",431
"AC009034.1",669
"AC009035.1",717
"AC009039.1",471
"AC009039.2",529
"AC009041.1",987
"AC009041.2",3726
"AC009041.3",879
"AC009041.4",638
"AC009044.1",1798
"AC009052.1",298
"AC009053.1",2355
"AC009053.2",2365
"AC009053.3",574
"AC009053.4",108
"AC009054.1",427
"AC009054.2",374
"AC009055.1",781
"AC009055.2",1337
"AC009060.1",2242
"AC009060.2",106
"AC009061.1",475
"AC009061.2",696
"AC009063.1",702
"AC009063.2",906
"AC009063.3",566
"AC009065.1",1225
"AC009065.2",600
"AC009065.3",627
"AC009065.4",543
"AC009065.5",596
"AC009065.6",456
"AC009065.7",580
"AC009065.8",788
"AC009065.9",80
"AC009075.1",391
"AC009075.2",301
"AC009078.1",783
"AC009078.2",1254
"AC009078.3",4084
"AC009081.1",565
"AC009081.2",800
"AC009084.1",317
"AC009084.2",2810
"AC009084.3",437
"AC009086.1",309
"AC009086.2",1008
"AC009087.1",369
"AC009088.1",833
"AC009088.2",463
"AC009088.3",357
"AC009088.4",280
"AC009090.1",358
"AC009090.2",472
"AC009090.3",565
"AC009090.4",3691
"AC009090.5",2285
"AC009093.1",2099
"AC009093.2",2079
"AC009093.3",1840
"AC009093.4",561
"AC009093.5",359
"AC009093.6",553
"AC009093.7",1223
"AC009094.1",426
"AC009095.1",1326
"AC009097.1",406
"AC009097.2",465
"AC009097.3",1018
"AC009097.4",777
"AC009101.1",242
"AC009102.1",1777
"AC009102.2",1639
"AC009102.3",1491
"AC009107.1",330
"AC009107.2",577
"AC009108.1",796
"AC009108.2",269
"AC009108.3",3515
"AC009108.4",2451
"AC009108.5",1980
"AC009110.1",558
"AC009113.1",2443
"AC009113.2",403
"AC009117.1",554
"AC009117.2",557
"AC009118.1",374
"AC009118.2",655
"AC009118.3",873
"AC009119.1",577
"AC009119.2",388
"AC009120.1",473
"AC009120.2",2032
"AC009120.3",513
"AC009120.4",475
"AC009120.5",1460
"AC009120.6",780
"AC009121.1",124
"AC009121.2",1095
"AC009121.3",714
"AC009123.1",2689
"AC009126.1",2245
"AC009127.1",426
"AC009127.2",403
"AC009132.1",320
"AC009133.1",2449
"AC009133.2",547
"AC009133.3",1656
"AC009133.4",561
"AC009133.5",473
"AC009133.6",2252
"AC009134.1",443
"AC009135.1",776
"AC009135.2",1768
"AC009137.1",260
"AC009137.2",641
"AC009139.1",652
"AC009139.2",566
"AC009142.1",563
"AC009145.1",433
"AC009145.2",377
"AC009145.3",476
"AC009145.4",1294
"AC009148.1",2693
"AC009152.1",556
"AC009153.1",496
"AC009154.1",508
"AC009154.2",724
"AC009158.1",895
"AC009159.1",642
"AC009159.2",606
"AC009159.3",804
"AC009159.4",2031
"AC009161.1",376
"AC009161.2",138
"AC009163.1",573
"AC009163.2",135
"AC009163.3",2125
"AC009163.4",852
"AC009163.5",530
"AC009163.6",342
"AC009163.7",2557
"AC009166.1",487
"AC009166.2",2833
"AC009167.1",579
"AC009169.1",1377
"AC009171.1",266
"AC009171.2",318
"AC009185.1",911
"AC009220.1",275
"AC009220.2",1751
"AC009220.3",586
"AC009226.1",741
"AC009227.1",2362
"AC009227.2",511
"AC009228.1",432
"AC009228.2",128
"AC009229.1",622
"AC009229.2",351
"AC009229.3",282
"AC009229.4",1947
"AC009233.1",371
"AC009237.1",744
"AC009237.10",510
"AC009237.11",265
"AC009237.12",742
"AC009237.13",276
"AC009237.14",1594
"AC009237.15",501
"AC009237.16",506
"AC009237.17",748
"AC009237.2",284
"AC009237.3",3551
"AC009237.4",238
"AC009237.5",501
"AC009237.6",424
"AC009237.7",229
"AC009237.8",379
"AC009237.9",347
"AC009238.1",424
